peakName,gene,TBP,TFIIA,TFIIB,TFIIE,TFIIF
chrII_84141_84491,YBL076C,NA,NA,<1,NA,NA
chrIV_251374_251646,YDL116W,NA,NA,<1,NA,NA
chrII_714362_714657,YBR247C,NA,NA,<1,NA,NA
chrXV_1007011_1007321,YOR356W,NA,NA,<1,NA,NA
chrIV_1455811_1456028,YDR503C,NA,NA,<1,NA,NA
chrVII_942158_942379,YGR223C,NA,NA,<1,NA,NA
chrIV_43792_44229,YDL229W,NA,NA,<1,NA,NA
chrXIV_44157_44509,YNL315C,NA,NA,<1,NA,NA
chrXIV_103912_104397,YNL284C,NA,NA,<1,NA,NA
chrXVI_398055_398256,YPL083C,NA,NA,<1,NA,NA
chrX_398247_398649,YJL023C,NA,NA,<1,NA,NA
chrXVI_593865_594069,YPR017C,NA,NA,<1,NA,NA
chrXI_523900_524135,YKR045C,NA,NA,<1,NA,NA
chrX_245414_245669,YJL097W,NA,NA,<1,NA,NA
chrVII_871355_871571,YGR187C,NA,NA,<1,NA,NA
chrXII_156270_156492,YLR002C,NA,NA,<1,NA,NA
chrII_172332_172640,YBL024W,NA,NA,<1,NA,NA
chrXV_401359_401655,YOR037W,NA,NA,<1,NA,NA
chrXI_416822_417095,YKL014C,NA,NA,<1,NA,NA
chrXVI_100275_100624,YPL237W,NA,NA,<1,NA,NA
chrXVI_415585_415849,YPL074W,NA,NA,<1,NA,NA
chrXI_212895_213190,YKL122C,NA,NA,<1,NA,NA
chrII_722459_722672,YBR252W,NA,NA,<1,NA,NA
chrXIV_630948_631489,YNR001W-A,NA,NA,<1,NA,NA
chrXI_53533_53788,YKL204W,NA,NA,<1,NA,NA
chrII_479186_479404,YBR119W,NA,NA,<1,NA,NA
chrXI_125565_125867,YKL172W,NA,NA,<1,NA,NA
chrII_410887_411136,YBR084W,NA,NA,<1,NA,NA
chrIV_1469841_1470109,YDR511W,NA,NA,<1,NA,NA
chrXIII_23592_23855,YML124C,NA,NA,<1,NA,NA
chrXI_134019_134329,YKL167C,NA,NA,<1,NA,NA
chrII_726939_727287,YBR255C-A,NA,NA,<1,NA,NA
chrIX_274831_275096,YIL043C,NA,NA,<1,NA,NA
chrVIII_225096_225317,YHR063C,NA,NA,<1,NA,NA
chrXIII_539947_540240,YMR135C,NA,NA,<1,NA,NA
chrIX_277535_277835,YIL040W,NA,NA,<1,NA,NA
chrIII_190422_190687,YCR034W,NA,NA,<1,NA,NA
chrXII_384436_384704,YLR117C,NA,NA,<1,NA,NA
chrXIII_564281_564515,YMR153W,NA,NA,<1,NA,NA
chrVII_314479_314711,YGL099W,NA,NA,<1,NA,NA
chrXIV_554878_555146,YNL039W,NA,NA,<1,NA,NA
chrXIV_694703_695007,YNR036C,NA,NA,<1,NA,NA
chrXVI_310053_310303,YPL126W,NA,NA,<1,NA,NA
chrVIII_102432_102731,YHL002W,NA,NA,<1,NA,NA
chrXV_277903_278149,YOL023W,NA,NA,<1,NA,NA
chrVII_371096_371684,YGL072C,NA,NA,<1,NA,NA
chrXII_127355_127634,YLL011W,NA,NA,<1,NA,NA
chrXII_986908_987160,YLR426W,NA,NA,<1,NA,NA
chrXV_415818_416049,YOR046C,NA,NA,<1,NA,NA
chrIV_1229507_1229762,YDR378C,NA,NA,<1,NA,NA
chrIV_730416_730688,YDR138W,NA,NA,<1,NA,NA
chrXIV_532535_532737,YNL051W,NA,NA,<1,NA,NA
chrVII_36745_37077,YGL247W,NA,NA,<1,NA,NA
chrX_54235_54482,YJL201W,NA,NA,<1,NA,NA
chrX_442409_442734,YJR003C,NA,NA,<1,NA,NA
chrXIII_370426_370642,YMR049C,NA,NA,<1,NA,NA
chrXIII_652699_653109,YMR194C-B,NA,NA,<1,NA,NA
chrXVI_67610_67809,YPL255W,NA,NA,<1,NA,NA
chrVI_80118_80336,YFL028C,NA,NA,<1,NA,NA
chrII_681615_682116,LSR1,NA,NA,<1,NA,NA
chrXII_500094_501371,YLR171W,NA,NA,<1,NA,NA
chrII_642385_642794,YBR209W,NA,NA,<1,NA,NA
chrVI_74494_75270,YFL032W,NA,NA,<1,NA,NA
chrXIII_397748_398081,YMR064W,NA,NA,<1,NA,NA
chrIII_302898_303115,YCR101C,NA,NA,<1,NA,NA
chrIV_134542_135872,YDL181W,NA,NA,<1,NA,NA
chrXIII_99317_99727,YML084W,NA,NA,<1,NA,NA
chrII_306890_307730,snR161,NA,NA,<1,NA,NA
chrXVI_29641_30587,YPL271W,NA,NA,<1,NA,NA
chrVII_647979_648218,YGR084C,NA,NA,<1,NA,NA
chrIX_5963_6229,YIL177C,NA,NA,<1,NA,NA
chrIV_602851_603406,YDR079W,NA,NA,<1,NA,NA
chrXV_58657_58992,YOL140W,NA,NA,<1,NA,NA
chrXIV_518555_520495,YNL054W-A,NA,NA,<1,NA,NA
chrVII_485335_485656,YGL006W-A,NA,NA,<1,NA,NA
chrXI_356190_356603,YKL044W,NA,NA,<1,NA,NA
chrVII_1089392_1090910,YGR296C-B,NA,NA,<1,NA,NA
chrVIII_214103_215176,YHR055C,NA,NA,<1,NA,NA
chrXII_340916_341900,YLR099W-A,NA,NA,<1,NA,NA
chrXV_831939_832898,snR8,NA,NA,<1,NA,NA
chrIII_142127_142772,snR33,NA,NA,<1,NA,NA
chrIV_167182_167826,YDL164C,NA,NA,8.925748632,NA,NA
chrIV_768907_769593,YDR155C,NA,NA,3.597784317,NA,NA
chrXVI_299368_300138,YPL134C,NA,NA,3.155910633,NA,NA
chrVII_510928_511575,YGR009C,NA,NA,7.074755323,NA,NA
chrXVI_492962_493611,YPL031C,NA,NA,1.387240877,NA,NA
chrIII_199927_200456,YCR040W,NA,NA,5.539552946,NA,NA
chrXII_874662_875420,YLR377C,NA,NA,4.614479332,NA,NA
chrVIII_170322_170863,YHR030C,NA,NA,2.255934909,NA,NA
chrVI_247994_248553,YFR049W,NA,NA,6.782726929,NA,NA
chrXII_503961_504723,YLR174W,NA,NA,4.273150744,NA,NA
chrII_504316_504895,YBR135W,NA,NA,5.768294719,NA,NA
chrV_84567_87017,YEL035C,NA,NA,4.315197535,NA,NA
chrXIV_622349_623001,YNL005C,NA,NA,13.83174958,NA,NA
chrXV_709443_710465,tM(CAU)O1,NA,NA,3.785564998,NA,NA
chrIII_61079_61742,YCL034W,NA,NA,7.394361298,NA,NA
chrV_377643_378077,YER109C,NA,NA,5.308568354,NA,NA
chrXII_1041351_1041873,YLR452C,NA,NA,42.54811886,NA,NA
chrVIII_488104_488716,YHR194W,NA,NA,1.860985688,NA,NA
chrVII_908696_909237,YGR205W,NA,NA,3.929007934,NA,NA
chrXIII_453404_454133,YMR093W,NA,NA,8.093872214,NA,NA
chrII_490369_490905,YBR126C,NA,NA,7.631006108,NA,NA
chrVII_756382_756918,YGR133W,NA,NA,4.495548561,NA,NA
chrIX_414672_415175,YIR031C,NA,NA,2.806127924,NA,NA
chrIV_817394_818016,YDR178W,NA,NA,5.022229053,NA,NA
chrI_168886_169375,YAR015W,NA,NA,4.069330134,NA,NA
chrVII_732568_733772,YGR121C,NA,NA,1.628156003,NA,NA
chrXVI_860894_861230,YPR160W,NA,NA,10.26152776,NA,NA
chrIX_270807_271028,YIL045W,NA,NA,9.502921413,NA,NA
chrII_107388_107991,YBL060W,NA,NA,3.117985528,NA,NA
chrIV_1116581_1117186,YDR325W,NA,NA,1.655348578,NA,NA
chrXII_166049_166540,YLR009W,NA,NA,7.487896996,NA,NA
chrXIV_57560_58265,YNL306W,NA,NA,3.191263781,NA,NA
chrXV_427193_427737,YOR052C,NA,NA,5.187054386,NA,NA
chrVII_732568_733772,YGR121W-A,NA,NA,1.628156003,NA,NA
chrXIII_619352_619880,YMR179W,NA,NA,16.02354681,NA,NA
chrVIII_315882_316535,YHR101C,NA,NA,3.570286484,NA,NA
chrXVI_506301_506804,YPL023C,NA,NA,7.782776303,NA,NA
chrIX_204642_205144,YIL083C,NA,NA,5.292746786,NA,NA
chrIII_12785_13297,YCL066W,NA,NA,12.16752591,NA,NA
chrVIII_209105_209823,YHR051W,NA,NA,5.514673191,NA,NA
chrXII_672508_673272,YLR264W,NA,NA,4.79306142,NA,NA
chrXII_877787_878295,YLR380W,NA,NA,3.569013606,NA,NA
chrVII_1064973_1065386,YGR286C,NA,NA,11.71133619,NA,NA
chrXI_70290_70628,YKL198C,NA,NA,8.874565303,NA,NA
chrXII_982510_982798,YLR425W,NA,NA,5.399176075,NA,NA
chrXIV_622349_623001,YNL004W,NA,NA,13.83174958,NA,NA
chrXIII_408719_409110,YMR070W,NA,NA,11.32635216,NA,NA
chrIX_193107_193605,YIL090W,NA,NA,12.46016658,NA,NA
chrIII_61079_61742,YCL035C,NA,NA,7.394361298,NA,NA
chrXIII_770359_770767,YMR250W,NA,NA,6.762370517,NA,NA
chrXIII_145825_146664,YML063W,NA,NA,6.032351121,NA,NA
chrXV_292071_292548,YOL018C,NA,NA,40.90590657,NA,NA
chrXV_316531_316872,YOL004W,NA,NA,10.30086077,NA,NA
chrXV_377660_378305,YOR025W,NA,NA,5.177414952,NA,NA
chrI_224832_225362,YAR070C,NA,NA,1.720821359,NA,NA
chrIX_53602_54283,YIL155C,NA,NA,5.806331191,NA,NA
chrVIII_143474_144048,YHR020W,NA,NA,34.71049439,NA,NA
chrXV_55032_55643,YOL143C,NA,NA,1.312192239,NA,NA
chrXIII_225266_226043,YML024W,NA,NA,2.905618465,NA,NA
chrV_159052_159648,YER003C,NA,NA,9.422070634,NA,NA
chrXV_504223_504897,YOR095C,NA,NA,2.194093739,NA,NA
chrII_544455_544993,YBR150C,NA,NA,3.769551388,NA,NA
chrXVI_301261_301657,YPL133C,NA,NA,1.972737634,NA,NA
chrVIII_462041_462499,YHR179W,NA,NA,2.958432237,NA,NA
chrIX_301325_301647,YIL029C,NA,NA,11.54730183,NA,NA
chrV_159052_159648,YER004W,NA,NA,9.422070634,NA,NA
chrVIII_101926_102296,YHL003C,NA,NA,2.998723082,NA,NA
chrII_191679_191942,YBL017C,NA,NA,2.355952678,NA,NA
chrX_142863_143264,YJL146W,NA,NA,7.144727114,NA,NA
chrXVI_195383_195923,YPL186C,NA,NA,23.64856048,NA,NA
chrII_372521_373402,YBR067C,NA,NA,15.1942652,NA,NA
chrX_598217_598798,YJR092W,NA,NA,1.737228789,NA,NA
chrIV_341055_341729,YDL060W,NA,NA,5.211795669,NA,NA
chrV_484265_484858,YER157W,NA,NA,14.21222939,NA,NA
chrVIII_98737_99248,YHL004W,NA,NA,34.88662486,NA,NA
chrX_725456_725659,YJR154W,NA,NA,3.777717381,NA,NA
chrXVI_267443_268077,YPL151C,NA,NA,3.00723059,NA,NA
chrIV_998279_998816,YDR264C,NA,NA,11.9729813,NA,NA
chrVIII_540325_540824,YHR213W-B,NA,NA,1.706219113,NA,NA
chrXIV_545930_546336,YNL043C,NA,NA,7.497146166,NA,NA
chrIV_462877_463541,YDR009W,NA,NA,1.331814058,NA,NA
chrVII_581473_581846,YGR043C,NA,NA,13.89968483,NA,NA
chrI_219700_220247,YAR064W,NA,NA,1.850659181,NA,NA
chrIX_68109_68859,YIL148W,NA,NA,8.742091609,NA,NA
chrIX_320926_321534,YIL016W,NA,NA,14.68542361,NA,NA
chrXV_866504_867244,YOR293W,NA,NA,9.632783854,NA,NA
chrXV_709443_710465,YOR192C-A,NA,NA,3.785564998,NA,NA
chrXV_709443_710465,YOR192C-B,NA,NA,3.785564998,NA,NA
chrIII_24205_24885,YCL057W,NA,NA,5.012293808,NA,NA
chrVII_197692_198138,YGL162W,NA,NA,7.660990667,NA,NA
chrIV_1015664_1016183,YDR277C,NA,NA,2.926041987,NA,NA
chrVII_141651_142244,YGL194C,NA,NA,2.051836305,NA,NA
chrI_9070_9404,YAL067C,NA,NA,1.780429415,NA,NA
chrXV_988649_989357,YOR348C,NA,NA,10.13113959,NA,NA
chrV_484265_484858,YER156C,NA,NA,14.21222939,NA,NA
chrX_139917_140514,YJL148W,NA,NA,1.665629284,NA,NA
chrII_379823_380485,YBR070C,NA,NA,4.602088028,NA,NA
chrIII_24205_24885,YCL057C-A,NA,NA,5.012293808,NA,NA
chrIV_847826_848505,YDR194C,NA,NA,2.42526379,NA,NA
chrXIII_103993_104770,YML081C-A,NA,NA,1.738377138,NA,NA
chrXV_271448_271731,YOL028C,NA,NA,16.82416624,NA,NA
chrIV_1288862_1289509,YDR409W,NA,NA,6.508197053,NA,NA
chrXV_55032_55643,YOL142W,NA,NA,1.312192239,NA,NA
chrV_482843_483291,YER155C,NA,NA,26.68001174,NA,NA
chrVIII_551455_551981,YHR214C-E,NA,NA,6.854900491,NA,NA
chrXI_213821_214023,YKL121W,NA,NA,22.7959244,NA,NA
chrXVI_529250_529756,YPL012W,NA,NA,4.529914564,NA,NA
chrIX_96322_97463,snR68,NA,NA,2.82736542,NA,NA
chrVII_1052480_1052729,YGR281W,NA,NA,7.101937741,NA,NA
chrXIII_540695_541264,YMR136W,NA,NA,9.006202019,NA,NA
chrXV_292071_292548,YOL017W,NA,NA,40.90590657,NA,NA
chrV_396163_396937,YER117W,NA,NA,4.583054144,NA,NA
chrXII_163937_164409,YLR007W,NA,NA,4.886115569,NA,NA
chrIX_343627_344120,YIL007C,NA,NA,3.802954548,NA,NA
chrXI_613776_614429,YKR092C,NA,NA,5.459230419,NA,NA
chrIV_841896_842341,YDR191W,NA,NA,2.435392295,NA,NA
chrIV_1168679_1169240,YDR347W,NA,NA,2.056928037,NA,NA
chrXV_546539_546738,YOR118W,NA,NA,2.992195411,NA,NA
chrVII_366511_366860,snR39B,NA,NA,1.90835561,NA,NA
chrVI_194412_194777,YFR021W,NA,NA,6.470024369,NA,NA
chrVII_894177_894774,YGR198W,NA,NA,3.482766676,NA,NA
chrXIII_666996_667644,YMR202W,NA,NA,5.518296607,NA,NA
chrXVI_373359_373793,YPL092W,NA,NA,11.50230648,NA,NA
chrV_358962_359591,YER099C,NA,NA,2.501679342,NA,NA
chrXII_17586_18071,YLL062C,NA,NA,5.314248652,NA,NA
chrXI_611045_611572,YKR091W,NA,NA,2.914365999,NA,NA
chrXVI_159432_159953,YPL207W,NA,NA,3.609111168,NA,NA
chrIV_1492968_1493514,snR84,NA,NA,3.660415516,NA,NA
chrXIII_636896_637541,YMR188C,NA,NA,1.766034378,NA,NA
chrVII_200107_200585,YGL160W,NA,NA,12.95281497,NA,NA
chrXIII_880261_880627,YMR305C,NA,NA,11.67573037,NA,NA
chrI_34639_35245,YAL060W,NA,NA,5.552321994,NA,NA
chrII_490369_490905,YBR126W-A,NA,NA,7.631006108,NA,NA
chrXII_166049_166540,YLR008C,NA,NA,7.487896996,NA,NA
chrXVI_582596_583295,YPR010C-A,NA,NA,3.918818698,NA,NA
chrVII_255187_255714,YGL134W,NA,NA,3.616304562,NA,NA
chrXIV_11094_11385,YNL335W,NA,NA,2.510980017,NA,NA
chrXVI_88014_88595,YPL243W,NA,NA,1.774842974,NA,NA
chrIII_236301_236765,YCR067C,NA,NA,2.012499371,NA,NA
chrXIII_901245_901791,YMR313C,NA,NA,12.03767638,NA,NA
chrXI_393262_393756,YKL023W,NA,NA,6.197669709,NA,NA
chrXII_363731_364166,YLR106C,NA,NA,1.539100824,NA,NA
chrXV_486839_487140,YOR086C,NA,NA,4.365046167,NA,NA
chrVII_78809_79325,YGL224C,NA,NA,5.783955657,NA,NA
chrXII_566240_566742,YLR212C,NA,NA,5.128229892,NA,NA
chrXIII_509314_509665,YMR120C,NA,NA,5.417952572,NA,NA
chrXV_170667_171052,YOL081W,NA,NA,1.406175236,NA,NA
chrXVI_568898_569512,YPR006C,NA,NA,2.622009983,NA,NA
chrIV_167182_167826,YDL161W,NA,NA,8.925748632,NA,NA
chrV_27138_27756,YEL065W,NA,NA,2.761396327,NA,NA
chrVI_9200_9470,YFL061W,NA,NA,40.82978805,NA,NA
chrXIV_6013_6600,YNL339C,NA,NA,3.501306716,NA,NA
chrIV_452528_453143,YDR002W,NA,NA,4.332438505,NA,NA
chrVII_190727_191112,YGL166W,NA,NA,4.424749075,NA,NA
chrX_542529_542890,YJR056C,NA,NA,18.12558764,NA,NA
chrXII_404083_404456,YLR130C,NA,NA,5.577596219,NA,NA
chrVII_726375_727156,YGR118W,NA,NA,6.078097793,NA,NA
chrX_424840_425059,YJL005W,NA,NA,4.663354527,NA,NA
chrXIV_525678_526079,YNL054W,NA,NA,6.040946358,NA,NA
chrV_337499_337985,YER090W,NA,NA,2.323984569,NA,NA
chrII_407073_407674,YBR082C,NA,NA,4.38566095,NA,NA
chrIV_1410067_1410529,YDR475C,NA,NA,2.973293724,NA,NA
chrVI_155770_156384,YFR005C,NA,NA,9.287092405,NA,NA
chrVII_200107_200585,YGL161C,NA,NA,12.95281497,NA,NA
chrIV_1355380_1356133,YDR447C,NA,NA,6.49071937,NA,NA
chrXV_953974_954305,YOR337W,NA,NA,1.759529458,NA,NA
chrVIII_143474_144048,YHR019C,NA,NA,34.71049439,NA,NA
chrIV_363479_364092,YDL052C,NA,NA,2.10110937,NA,NA
chrXI_166026_166655,YKL150W,NA,NA,2.81940906,NA,NA
chrIV_1454397_1454935,YDR502C,NA,NA,3.18553092,NA,NA
chrXVI_685321_685957,YPR069C,NA,NA,3.831991838,NA,NA
chrIV_703993_704569,YDR127W,NA,NA,8.733012446,NA,NA
chrXIV_736368_736833,YNR059W,NA,NA,9.689278015,NA,NA
chrVII_420500_421012,YGL040C,NA,NA,5.031864596,NA,NA
chrXI_106935_107293,YKL181W,NA,NA,2.480412916,NA,NA
chrXIII_282607_282962,YMR008C,NA,NA,6.737296588,NA,NA
chrII_124696_125153,YBL050W,NA,NA,5.715875467,NA,NA
chrX_133893_134375,YJL154C,NA,NA,2.699884775,NA,NA
chrXVI_165944_166168,YPL203W,NA,NA,7.683658112,NA,NA
chrXIV_283888_284233,YNL189W,NA,NA,2.660456356,NA,NA
chrVII_756382_756918,YGR132C,NA,NA,4.495548561,NA,NA
chrIV_286577_287143,YDL095W,NA,NA,6.571263905,NA,NA
chrV_106745_107377,YEL024W,NA,NA,4.68167914,NA,NA
chrXV_1038869_1040413,YOR374W,NA,NA,3.643888028,NA,NA
chrXVI_789711_790057,YPR127W,NA,NA,3.442295729,NA,NA
chrVIII_98737_99248,YHL006C,NA,NA,34.88662486,NA,NA
chrXV_380549_381161,YOR027W,NA,NA,4.166933316,NA,NA
chrIV_806210_806637,YDR171W,NA,NA,1.634031628,NA,NA
chrXV_678618_679360,YOR182C,NA,NA,7.750557205,NA,NA
chrII_297690_298184,YBR029C,NA,NA,8.131329508,NA,NA
chrIV_73803_74423,YDL215C,NA,NA,4.969836452,NA,NA
chrV_464832_465242,YER147C,NA,NA,4.973457558,NA,NA
chrIV_172007_172563,YDL159W,NA,NA,8.047140536,NA,NA
chrIV_258487_258951,YDL112W,NA,NA,7.483302401,NA,NA
chrIX_205343_205535,YIL082W,NA,NA,5.301163578,NA,NA
chrIX_205343_205535,YIL082W-A,NA,NA,5.301163578,NA,NA
chrXV_1059135_1059535,YOR382W,NA,NA,1.890334067,NA,NA
chrXI_456982_457515,YKR009C,NA,NA,5.187833375,NA,NA
chrXV_586244_586793,YOR138C,NA,NA,6.5610339,NA,NA
chrV_281232_281797,YER063W,NA,NA,3.338146534,NA,NA
chrXII_554181_554584,YLR206W,NA,NA,12.18905146,NA,NA
chrXI_462652_463128,YKR011C,NA,NA,11.19804777,NA,NA
chrXIII_204095_204499,YML038C,NA,NA,25.67823767,NA,NA
chrXVI_95035_95571,YPL242C,NA,NA,1.628181681,NA,NA
chrVIII_422708_423046,YHR162W,NA,NA,6.335751161,NA,NA
chrXII_84428_84790,YLL028W,NA,NA,4.504240961,NA,NA
chrIV_104517_104971,YDL198C,NA,NA,13.47464249,NA,NA
chrIV_1401222_1401930,YDR471W,NA,NA,5.607021601,NA,NA
chrXI_340954_341282,YKL051W,NA,NA,2.414705346,NA,NA
chrV_503750_504199,YER163C,NA,NA,3.435562132,NA,NA
chrX_587319_587730,YJR089W,NA,NA,3.615505276,NA,NA
chrXII_88152_88707,YLL026W,NA,NA,4.153841323,NA,NA
chrVII_707293_707542,YGR109W-A,NA,NA,3.160775618,NA,NA
chrVII_707293_707542,YGR109W-B,NA,NA,3.160775618,NA,NA
chrXIII_627750_628243,YMR184W,NA,NA,6.695115264,NA,NA
chrXI_425796_426336,YKL010C,NA,NA,4.808225111,NA,NA
chrXII_541458_542070,YLR194C,NA,NA,3.038822274,NA,NA
chrXVI_719170_719696,snR41,NA,NA,1.892072471,NA,NA
chrVII_157583_157990,YGL182C,NA,NA,6.23310957,NA,NA
chrIV_182940_183363,YDL150W,NA,NA,2.037965444,NA,NA
chrV_56088_56671,YEL052W,NA,NA,1.897020165,NA,NA
chrXI_34053_34541,YKL213C,NA,NA,7.983317107,NA,NA
chrXII_871349_871765,YLR373C,NA,NA,4.870037772,NA,NA
chrXIII_901245_901791,YMR314W,NA,NA,12.03767638,NA,NA
chrII_340658_341223,YBR053C,NA,NA,5.564974406,NA,NA
chrVII_589451_589866,YGR047C,NA,NA,8.310310394,NA,NA
chrVI_55878_56413,YFL037W,NA,NA,3.96184482,NA,NA
chrIV_741644_741934,YDR142C,NA,NA,2.001929078,NA,NA
chrVII_699714_700236,YGR106C,NA,NA,7.108769533,NA,NA
chrV_467469_467848,YER149C,NA,NA,6.865461272,NA,NA
chrVIII_429252_429481,YHR164C,NA,NA,6.903994339,NA,NA
chrXIII_627750_628243,YMR183C,NA,NA,6.695115264,NA,NA
chrX_204814_205417,YJL112W,NA,NA,3.422280787,NA,NA
chrXII_947868_948490,YLR412W,NA,NA,6.546438454,NA,NA
chrIV_228681_229284,YDL130W-A,NA,NA,4.99902789,NA,NA
chrIX_343627_344120,YIL006W,NA,NA,3.802954548,NA,NA
chrX_521582_522137,YJR046W,NA,NA,9.918726617,NA,NA
chrIII_279769_280245,YCR092C,NA,NA,2.283940094,NA,NA
chrIV_296292_296740,YDL090C,NA,NA,65.52631613,NA,NA
chrIV_1385760_1386146,YDR461C-A,NA,NA,9.260474046,NA,NA
chrIV_1416788_1417334,YDR479C,NA,NA,3.741532059,NA,NA
chrXIII_13085_13637,YML130C,NA,NA,4.484726386,NA,NA
chrVII_741971_742303,YGR125W,NA,NA,2.703832816,NA,NA
chrXII_502037_502429,YLR173W,NA,NA,4.420870047,NA,NA
chrXV_830598_830923,YOR270C,NA,NA,9.199413274,NA,NA
chrII_287912_288310,YBR023C,NA,NA,35.3339227,NA,NA
chrXIII_97426_97688,YML086C,NA,NA,46.99681701,NA,NA
chrXV_682072_682511,YOR185C,NA,NA,1.941528671,NA,NA
chrXVI_609909_610524,YPR023C,NA,NA,3.87409259,NA,NA
chrVII_1084413_1084942,YGR296W,NA,NA,1.675220863,NA,NA
chrXIV_68595_68862,YNL298W,NA,NA,3.8581588,NA,NA
chrXI_200165_200539,YKL129C,NA,NA,19.19642047,NA,NA
chrXVI_551542_552142,YPL004C,NA,NA,5.457765088,NA,NA
chrIV_1349865_1350343,YDR444W,NA,NA,5.029530518,NA,NA
chrXV_216606_217274,YOL059W,NA,NA,1.100640427,NA,NA
chrXII_909824_910475,YLR395C,NA,NA,5.206110822,NA,NA
chrXVI_114937_115316,YPL230W,NA,NA,12.43253072,NA,NA
chrIX_173568_173984,YIL102C-A,NA,NA,6.508754804,NA,NA
chrX_380912_381458,YJL035C,NA,NA,12.99981438,NA,NA
chrXVI_5918_6464,YPL283C,NA,NA,2.001953698,NA,NA
chrIII_152554_152750,YCR019W,NA,NA,1.721799018,NA,NA
chrIII_136873_137240,YCR011C,NA,NA,1.838653901,NA,NA
chrXVI_694791_695252,YPR074C,NA,NA,2.737151636,NA,NA
chrII_217022_217549,YBL005W,NA,NA,1.885623892,NA,NA
chrII_607356_607579,YBR192W,NA,NA,3.016915622,NA,NA
chrXI_417924_418327,YKL012W,NA,NA,6.520613862,NA,NA
chrXIV_552014_552326,YNL041C,NA,NA,5.310241628,NA,NA
chrXIII_16694_17066,YML127W,NA,NA,10.95277807,NA,NA
chrXV_712473_712892,YOR195W,NA,NA,1.722341818,NA,NA
chrXII_551911_552373,YLR203C,NA,NA,1.617300487,NA,NA
chrXVI_581104_581652,YPR010C,NA,NA,7.750633149,NA,NA
chrVIII_107331_107955,YHR001W-A,NA,NA,<1,NA,NA
chrIV_781068_781494,YDR162C,NA,NA,13.9619801,NA,NA
chrXI_434770_435346,YKL005C,NA,NA,3.148149089,NA,NA
chrIV_190486_191047,YDL148C,NA,NA,1.508634791,NA,NA
chrIX_431979_432604,YIR039C,NA,NA,11.66966757,NA,NA
chrXIII_701043_701396,YMR216C,NA,NA,21.62781902,NA,NA
chrXVI_918924_919519,YPR190C,NA,NA,9.058543416,NA,NA
chrXIII_560597_561032,YMR149W,NA,NA,8.75918034,NA,NA
chrIV_1019036_1019338,YDR279W,NA,NA,6.098268512,NA,NA
chrX_79688_80260,YJL186W,NA,NA,2.22517676,NA,NA
chrXIV_23_1083,YNL339W-B,NA,NA,1.893385929,NA,NA
chrII_454514_454905,YBR107C,NA,NA,4.002409385,NA,NA
chrVII_337517_337934,YGL092W,NA,NA,5.657635786,NA,NA
chrVIII_231718_232187,YHR068W,NA,NA,7.882563289,NA,NA
chrXIV_350556_350963,YNL147W,NA,NA,46.98133422,NA,NA
chrXIII_568209_568533,YMR155W,NA,NA,2.809281056,NA,NA
chrXVI_599405_599975,YPR020W,NA,NA,1.874413013,NA,NA
chrVII_508288_508797,YGR008C,NA,NA,4.90857362,NA,NA
chrXI_590020_590411,YKR080W,NA,NA,8.67925224,NA,NA
chrXIV_678385_678854,YNR030W,NA,NA,2.199770902,NA,NA
chrXVI_171057_171552,YPL200W,NA,NA,4.107201143,NA,NA
chrIII_211524_211922,YCR047C,NA,NA,3.024479163,NA,NA
chrXIV_640111_640473,YNR007C,NA,NA,2.349753809,NA,NA
chrVII_355452_355844,YGL082W,NA,NA,5.547247468,NA,NA
chrXVI_752938_753306,YPR114W,NA,NA,3.894748549,NA,NA
chrVII_452085_452478,YGL023C,NA,NA,6.038188473,NA,NA
chrXIII_475332_475928,YMR104C,NA,NA,8.98340279,NA,NA
chrXIII_624153_624361,YMR181C,NA,NA,27.21969162,NA,NA
chrXVI_551542_552142,YPL003W,NA,NA,5.457765088,NA,NA
chrV_286860_287321,YER065C,NA,NA,5.555609329,NA,NA
chrXVI_676823_677294,YPR061C,NA,NA,15.78957815,NA,NA
chrII_461734_462189,YBR111W-A,NA,NA,5.77027296,NA,NA
chrVIII_74904_75565,YHL015W,NA,NA,2.209947033,NA,NA
chrXIV_592854_593245,YNL021W,NA,NA,17.69012868,NA,NA
chrV_171752_172236,YER008C,NA,NA,1.399226175,NA,NA
chrXV_653843_654277,YOR171C,NA,NA,6.102718041,NA,NA
chrXVI_347304_347826,YPL109C,NA,NA,4.948776531,NA,NA
chrXV_517248_517682,YOR104W,NA,NA,12.06641556,NA,NA
chrXVI_386750_387030,YPL085W,NA,NA,3.048110833,NA,NA
chrV_453014_453551,YER141W,NA,NA,4.285241855,NA,NA
chrIV_125017_125329,YDL188C,NA,NA,3.800701892,NA,NA
chrXI_425796_426336,YKL009W,NA,NA,4.808225111,NA,NA
chrII_625310_625883,YBR202W,NA,NA,3.109315185,NA,NA
chrVIII_54189_54491,YHL026C,NA,NA,5.496658812,NA,NA
chrVIII_488104_488716,YHR193C,NA,NA,1.860985688,NA,NA
chrII_595823_596057,YBR183W,NA,NA,4.947760178,NA,NA
chrII_142785_143298,YBL040C,NA,NA,17.81429694,NA,NA
chrX_466079_466684,YJR016C,NA,NA,3.184094292,NA,NA
chrXIII_118843_119300,YML075C,NA,NA,7.845582939,NA,NA
chrX_187672_187962,YJL124C,NA,NA,2.643019584,NA,NA
