chr,start,end,time,chrGene,startGene,endGene,gene,overlap,strand,dist,peakCenter,distTSStoPeakCenter
chrXIII,631945,632700,349,chrXIII,632354,634472,YMR186W,6508,+,0,632322.5,-31.5
chrXIV,668077,668428,389,chrXIV,667409,668222,YNR020C,5247,-,0,668252.5,-30.5
chrXIV,378518,378953,375,chrXIV,378766,379225,YNL131W,5087,+,0,378735.5,-30.5
chrXV,709834,710508,414,chrXV,710201,710272,tM(CAU)O1,6035,+,0,710171,-30
chrVIII,284541,284768,204,chrVIII,283776,284625,YHR090C,6000,-,0,284654.5,-29.5
chrXIII,245892,246282,332,chrXIII,246115,246751,YML012W,6287,+,0,246087,-28
chrXVI,614507,614656,455,chrXVI,613376,614558,YPR025C,5630,-,0,614581.5,-23.5
chrXV,154601,154933,397,chrXV,153911,154745,YOL088C,2984,-,0,154767,-22
chrXII,734601,734959,310,chrXII,734802,734875,tI(AAU)L1,5977,+,0,734780,-22
chrXII,704768,705195,308,chrXII,704492,704960,YLR281C,4662,-,0,704981.5,-21.5
chrVII,730764,730919,186,chrVII,730032,730821,YGR120C,4092,-,0,730841.5,-20.5
chrIV,883904,884783,74,chrIV,884361,884493,tI(UAU)D,5983,+,0,884343.5,-17.5
chrXII,366061,366381,286,chrXII,366235,366346,snR6,5864,+,0,366221,-14
chrXIII,837772,838059,361,chrXIII,837928,838016,tY(GUA)M2,6154,+,0,837915.5,-12.5
chrII,197427,197991,14,chrII,197629,197699,tG(GCC)B,5944,-,0,197709,-10
chrXV,806870,807196,420,chrXV,805031,807023,YOR254C,3351,-,0,807033,-10
chrVIII,212308,216208,202,chrVIII,213184,214249,YHR054C,5953,-,0,214258,-9
chrIII,101699,101891,38,chrIII,101316,101788,YCL012C,3564,-,0,101795,-7
chrXV,1003114,1003348,428,chrXV,1001146,1003225,YOR354C,3460,-,0,1003231,-6
chrXII,485527,486168,298,chrXII,485710,485842,YLR159C-A,4532,-,0,485847.5,-5.5
chrXIV,567745,568474,385,chrXIV,568115,568217,tP(UGG)N2,6056,+,0,568109.5,-5.5
chrIV,519457,520021,60,chrIV,519743,519826,tL(UAA)D,6019,+,0,519739,-4
chrX,415956,416120,234,chrX,415931,416036,tW(CCA)J,6143,-,0,416038,-2
chrVII,405235,405708,169,chrVII,405470,405541,tR(UCU)G1,6081,+,0,405471.5,1.5
chrV,430638,431797,140,chrV,431129,431220,snR52,5830,-,0,431217.5,2.5
chrIX,174853,175214,111,chrIX,175031,175103,tT(AGU)I1,6111,+,0,175033.5,2.5
chrX,398302,398476,233,chrX,397354,398398,YJL023C,664,-,0,398389,9
chrXII,481979,482382,295,chrXII,482058,482190,YLR157C-C,4529,-,0,482180.5,9.5
chrXII,380734,380938,288,chrXII,380821,382252,YLR116W,4472,+,0,380836,15
chrIV,1402474,1403396,98,chrIV,1402919,1403042,snR13,5868,+,0,1402935,16
chrVI,157886,158076,156,chrVI,157916,158007,tF(GAA)F,5934,-,0,157981,26
chrX,538404,538761,241,chrX,538555,538626,tR(CCU)J,6077,+,0,538582.5,27.5
chrXII,722,1036,274,chrXII,842,1325,YLL067W-A,4285,+,0,879,37
chrXI,162373,162661,251,chrXI,162487,162558,tR(UCU)K,6086,-,0,162517,41
chrIII,262470,263442,49,chrIII,262915,263269,YCR085W,3664,+,0,262956,41
chrV,461150,462230,145,chrV,460525,461740,YER145C,389,-,0,461690,50
chrXI,302775,303162,259,chrXI,302918,303023,tW(CCA)K,6144,+,0,302968.5,50.5
chrXV,301000,301295,401,chrXV,301097,301198,tP(UGG)O1,6057,+,0,301147.5,50.5
chrV,128320,128794,127,chrV,128302,128608,YEL014C,196,-,0,128557,51
chrXII,423425,424061,290,chrXII,423682,424774,YLR141W,4498,+,0,423743,61
chrX,390833,391266,232,chrX,391043,391115,tM(CAU)J1,6031,-,0,391049.5,65.5
chrV,84504,86977,124,chrV,85675,86149,YEL034W,170,+,0,85740.5,65.5
chrV,311759,312291,137,chrV,312023,312095,tA(UGC)E,5892,-,0,312025,70
chrXIII,195697,197704,327,chrXIII,196627,197950,YML040W,6258,+,0,196700.5,73.5
chrXIII,195697,197704,327,chrXIII,196627,201896,YML039W,6257,+,0,196700.5,73.5
chrVIII,540443,540808,214,chrVIII,540548,540782,YHR213W-A,6137,+,0,540625.5,77.5
chrX,115731,116129,221,chrX,115939,116010,tE(UUC)J,5927,-,0,115930,80
chrIII,13733,13928,33,chrIII,13750,14119,YCL065W,3512,+,0,13830.5,80.5
chrXV,464301,464797,406,chrXV,464468,464630,YOR072W-B,3159,+,0,464549,81
chrIV,1075140,1075780,84,chrIV,1075472,1075544,tV(CAC)D,6137,-,0,1075460,84
chrXVI,694707,695496,457,chrXVI,695017,695188,YPR074W-A,5681,+,0,695101.5,84.5
chrIV,171997,172536,53,chrIV,172181,172313,YDL159W-A,1407,+,0,172266.5,85.5
chrXV,464301,464797,406,chrXV,464450,464551,tP(UGG)O2,6058,+,0,464549,99
