chr,start,end,time,chrGene,startGene,endGene,gene,overlap,strand,dist,peakCenter,distTSStoPeakCenter
chrXII,1018757,1019157,1.587977716,chrXII,1018140,1018908,YLR441C,4840,-,0,1018957,-49
chrXV,571551,572267,2.59965711,chrXV,571958,572029,tD(GUC)O,5915,+,0,571909,-49
chrII,666377,666601,1.567270574,chrII,666537,666642,YBR221W-A,1226,+,0,666489,-48
chrVII,930764,931377,3.401955278,chrVII,930953,931023,tG(GCC)G2,5952,-,0,931070.5,-47.5
chrXII,656804,657302,4.982156058,chrXII,656934,657006,tA(AGC)L,5887,-,0,657053,-47
chrXIV,693959,694229,2.178755331,chrXIV,693018,694047,YNR035C,5264,-,0,694094,-47
chrXIII,219828,220353,2.63930854,chrXIII,220137,220728,YML028W,6270,+,0,220090.5,-46.5
chrII,216296,216528,1.967209459,chrII,212631,216366,YBL007C,972,-,0,216412,-46
chrIX,174683,175287,4.956352745,chrIX,175031,175103,tT(AGU)I1,6111,+,0,174985,-46
chrVIII,466639,467249,2.367998395,chrVIII,466990,467061,tT(UGU)H,6121,+,0,466944,-46
chrXII,481465,482534,3.321302074,chrXII,482045,482163,RDN5-4,6223,+,0,481999.5,-45.5
chrIV,147469,147799,1.714416351,chrIV,145825,147589,YDL174C,1391,-,0,147634,-45
chrXII,628020,628656,2.554430414,chrXII,628383,628497,tL(CAA)L,6013,+,0,628338,-45
chrIV,1256804,1257442,3.490931066,chrIV,1257008,1257079,tG(CCC)D,5942,-,0,1257123,-44
chrXIII,131587,132289,3.63198437,chrXIII,131825,131896,tR(UCU)M2,6088,-,0,131938,-42
chrIV,167595,167749,7.688846729,chrIV,167713,169078,YDL161W,1404,+,0,167672,-41
chrXI,381894,382167,1.836332564,chrXI,382071,382485,YKL031W,2757,+,0,382030.5,-40.5
chrIV,568532,569152,2.615343921,chrIV,568882,568953,tR(UCU)D,6079,+,0,568842,-40
chrXIV,23826,24188,1.540799858,chrXIV,24047,27173,YNL327W,4884,+,0,24007,-40
chrVII,205207,205756,3.097125937,chrVII,205521,205634,tL(CAA)G1,6009,+,0,205481.5,-39.5
chrIX,299962,300716,5.335361759,chrIX,300228,300300,tK(CUU)I,5994,-,0,300339,-39
chrX,542582,543583,3.810400611,chrX,542956,543044,tY(GUA)J2,6152,-,0,543082.5,-38.5
chrIX,183245,183857,4.962719707,chrIX,183440,183513,tI(AAU)I1,5975,-,0,183551,-38
chrX,517587,518257,4.423543093,chrX,517813,517884,tM(CAU)J3,6033,-,0,517922,-38
chrXI,578596,579259,5.717542238,chrXI,578965,579060,tK(UUU)K,6002,+,0,578927.5,-37.5
chrXII,687714,688224,2.534867644,chrXII,687859,687932,tV(AAC)L,6132,-,0,687969,-37
chrXV,464045,464782,5.258780668,chrXV,464450,464551,tP(UGG)O2,6058,+,0,464413.5,-36.5
chrXV,287825,288487,2.689959661,chrXV,288192,288280,tY(GUA)O,6155,+,0,288156,-36
chrVII,185552,186091,4.114146546,chrVII,185714,185786,tK(CUU)G2,5992,-,0,185821.5,-35.5
chrII,35745,36980,2.351687181,chrII,36398,36488,tF(GAA)B,5932,+,0,36362.5,-35.5
chrX,23009,23184,3.765478705,chrX,23132,23729,YJL217W,459,+,0,23096.5,-35.5
chrXIII,768086,768865,4.601111623,chrXIII,768369,768441,tA(AGC)M2,5889,-,0,768475.5,-34.5
chrXV,353822,354473,4.139186648,chrXV,354041,354113,tT(AGU)O2,6117,-,0,354147.5,-34.5
chrVI,210485,210997,5.82653308,chrVI,210619,210707,tY(GUA)F2,6150,-,0,210741,-34
chrVII,110406,111054,4.665998794,chrVII,110625,110696,tH(GUG)G1,5965,-,0,110730,-34
chrIV,945990,946567,4.008086903,chrIV,946312,946400,tY(GUA)D,6148,+,0,946278.5,-33.5
chrX,54270,54419,2.058655481,chrX,54378,56178,YJL201W,475,+,0,54344.5,-33.5
chrIII,127236,128131,3.467109171,chrIII,127716,127789,tN(GUU)C,6038,+,0,127683.5,-32.5
chrVI,191337,191953,3.412621798,chrVI,191513,191613,tS(GCU)F,6101,-,0,191645,-32
chrVII,845293,845944,5.431520137,chrVII,845649,845719,tG(GCC)G1,5951,+,0,845618.5,-30.5
chrXIV,374644,375034,2.113886996,chrXIV,374869,374959,tF(GAA)N,5939,+,0,374839,-30
chrII,644859,645416,4.182728149,chrII,645167,645238,tE(UUC)B,5918,+,0,645137.5,-29.5
chrV,60838,62502,1.960994404,chrV,61699,61789,snR53,5831,+,0,61670,-29
chrVI,100963,101732,4.406259493,chrVI,101376,101478,tP(UGG)F,6051,+,0,101347.5,-28.5
chrX,414655,415220,3.642836341,chrX,414966,415038,tK(CUU)J,5995,+,0,414937.5,-28.5
chrIV,1352267,1352966,5.60232715,chrIV,1352181,1352589,YDR445C,2059,-,0,1352616.5,-27.5
chrVI,226484,227087,7.346620441,chrVI,226688,226760,tK(CUU)F,5990,-,0,226785.5,-25.5
chrXVI,768984,769670,4.613546068,chrXVI,769207,769302,tK(UUU)P,6005,-,0,769327,-25
chrXIV,340232,340420,1.608455243,chrXIV,340351,340858,YNL157W,5058,+,0,340326,-25
chrXIV,400461,400662,1.401849887,chrXIV,398683,400537,YNL121C,5098,-,0,400561.5,-24.5
chrXIII,90637,92229,2.235978098,chrXIII,91040,91409,YML089C,6203,-,0,91433,-24
chrXIII,574878,575026,10.27099052,chrXIII,574475,574928,YMR159C,6477,-,0,574952,-24
chrXII,793597,795594,1.722326822,chrXII,794486,794575,snR61,5839,-,0,794595.5,-20.5
chrII,405519,406197,3.268852299,chrII,405878,405949,tR(UCU)B,6078,+,0,405858,-20
chrXII,373959,374714,3.952959375,chrXII,374355,374427,tR(ACG)L,6074,+,0,374336.5,-18.5
chrIX,325413,326047,5.382518256,chrIX,325748,325820,tT(AGU)I2,6112,+,0,325730,-18
chrXVI,743854,744678,4.098992208,chrXVI,744284,744355,tT(UGU)P,6122,+,0,744266,-18
chrXIII,539992,540155,3.069711824,chrXIII,538688,540056,YMR135C,6448,-,0,540073.5,-17.5
chrXI,618561,618971,2.474604895,chrXI,617995,618750,YKR094C,2886,-,0,618766,-16
chrXI,82823,83039,1.263991618,chrXI,82946,83550,YKL190W,2585,+,0,82931,-15
chrVII,319465,320068,3.811445512,chrVII,319781,319852,tH(GUG)G2,5966,+,0,319766.5,-14.5
chrVII,1003971,1004432,3.068117356,chrVII,1004216,1004287,tT(UGU)G2,6120,+,0,1004201.5,-14.5
chrVIII,62480,63001,4.527135941,chrVIII,62755,62826,tH(GUG)H,5967,+,0,62740.5,-14.5
chrXV,339832,340935,2.902674478,chrXV,340299,340371,tR(ACG)O,6075,-,0,340383.5,-12.5
chrXII,783869,784814,2.316830771,chrXII,784354,784453,tX(XXX)L,6102,+,0,784341.5,-12.5
chrXII,796869,797463,4.25880173,chrXII,797178,797249,tE(UUC)L,5929,+,0,797166,-12
chrXIII,572692,573241,3.591356739,chrXIII,572883,572955,tM(CAU)M,6034,-,0,572966.5,-11.5
chrIV,1016880,1017775,5.47260313,chrIV,1017000,1017318,YDR278C,1878,-,0,1017327.5,-9.5
chrXII,759385,759554,3.592942872,chrXII,759479,760241,YLR312W-A,4699,+,0,759469.5,-9.5
chrIV,1075191,1075915,5.261125263,chrIV,1075472,1075544,tV(CAC)D,6137,-,0,1075553,-9
chrIV,1201277,1202206,5.073026796,chrIV,1201750,1201822,tK(CUU)D1,5986,+,0,1201741.5,-8.5
chrX,353906,354567,3.185655255,chrX,354244,354332,tY(GUA)J1,6151,+,0,354236.5,-7.5
chrXIII,352034,352511,2.157592198,chrXIII,352280,352370,tF(GAA)M,5938,+,0,352272.5,-7.5
chrXIII,504514,505263,3.426985128,chrXIII,504895,505008,tL(CAA)M,6014,+,0,504888.5,-6.5
chrV,194359,194729,1.26475465,chrV,194272,194539,YER019C-A,234,-,0,194544,-5
chrXI,313239,313715,3.900601633,chrXI,313401,313472,tH(GUG)K,5968,-,0,313477,-5
chrVII,287214,287705,2.216952928,chrVII,287350,287455,tW(CCA)G1,6141,-,0,287459.5,-4.5
chrVII,730829,731436,4.061021445,chrVII,731137,731210,tN(GUU)G,6040,+,0,731132.5,-4.5
chrXI,202610,203380,4.735938866,chrXI,202999,203071,tK(CUU)K,5996,+,0,202995,-4
chrVII,794134,794695,4.756809847,chrVII,794417,794489,tA(UGC)G,5893,+,0,794414.5,-2.5
chrXIV,569674,570207,5.817799097,chrXIV,569867,569940,tI(AAU)N1,5979,-,0,569940.5,-0.5
chrX,355218,355696,4.4397881,chrX,355456,355527,tD(GUC)J2,5907,+,0,355457,1
chrXII,472207,472726,5.514743851,chrXII,472465,472583,RDN5-3,5853,+,0,472466.5,1.5
chrXIII,480420,480953,5.173459524,chrXIII,480621,480693,tK(CUU)M,5997,-,0,480686.5,6.5
chrXIII,747725,748188,3.181593123,chrXIII,747892,747963,tR(UCU)M1,6087,-,0,747956.5,6.5
chrX,58785,59544,5.351868797,chrX,59100,59172,tT(AGU)J,6113,-,0,59164.5,7.5
chrVI,95784,96167,4.741885943,chrVI,95965,97498,YFL021W,2459,+,0,95975.5,10.5
chrVIII,466639,467249,2.367998395,chrVIII,466931,467114,YHR180W-A,6098,+,0,466944,13
chrXII,962758,963320,2.228744256,chrXII,962972,963055,tL(UAA)L,6022,-,0,963039,16
chrXVI,526742,526985,3.012870443,chrXVI,525809,526883,YPL015C,5588,-,0,526863.5,19.5
chrXII,485238,486195,4.915978848,chrXII,485697,485815,RDN5-5,6225,+,0,485716.5,19.5
chrXV,663605,664125,3.489925292,chrXV,663812,663885,tV(AAC)O,6136,-,0,663865,20
chrV,249740,250872,3.320425885,chrV,250286,250357,tQ(UUG)E1,6066,+,0,250306,20
chrII,350493,351210,3.030325126,chrII,350827,350898,tQ(UUG)B,6061,+,0,350851.5,24.5
chrXIII,290448,291206,2.518067807,chrXIII,290801,290872,tE(UUC)M,5930,+,0,290827,26
chrV,435218,436377,4.642961508,chrV,435752,435824,tK(CUU)E2,5989,-,0,435797.5,26.5
chrIII,295291,295731,2.686609524,chrIII,295484,295556,tT(AGU)C,6108,+,0,295511,27
chrX,378007,378768,2.978425572,chrX,378360,378433,tV(AAC)J,6129,+,0,378387.5,27.5
chrVII,875983,876864,3.492509127,chrVII,876394,876466,tK(CUU)G3,5993,+,0,876423.5,29.5
chrV,354599,355340,3.523939321,chrV,354934,355005,tE(UUC)E2,5921,+,0,354969.5,35.5
chrV,99449,100890,2.651980495,chrV,100133,100204,tM(CAU)E,6030,+,0,100169.5,36.5
chrII,266218,266613,5.434047943,chrII,266378,266450,tT(AGU)B,6107,+,0,266415.5,37.5
chrXIV,96027,96517,4.505046999,chrXIV,96241,96312,tG(UCC)N,5961,-,0,96272,40
chrVII,531247,532058,3.441931766,chrVII,531610,531681,tD(GUC)G1,5902,+,0,531652.5,42.5
chrIV,167595,167749,7.688846729,chrIV,167358,167715,YDL162C,1403,-,0,167672,43
chrXIV,601800,602911,2.555218283,chrXIV,602312,602385,tI(AAU)N2,5980,+,0,602355.5,43.5
chrXIII,379044,379669,2.842613852,chrXIII,379303,379408,tW(CCA)M,6145,-,0,379356.5,51.5
chrIV,437562,438087,3.216424728,chrIV,437772,437853,tS(AGA)D1,6091,+,0,437824.5,52.5
chrIV,519349,520248,2.539407666,chrIV,519743,519826,tL(UAA)D,6019,+,0,519798.5,55.5
chrIII,227569,229321,3.024044888,chrIII,228094,228505,YCR064C,3643,-,0,228445,60
chrIV,802241,803241,4.53330494,chrIV,802731,802802,tQ(UUG)D3,6065,-,0,802741,61
chrVI,167108,167891,4.050712787,chrVI,167437,167525,tY(GUA)F1,6149,+,0,167499.5,62.5
chrXVI,689180,690082,4.901737865,chrXVI,689565,689646,tS(UGA)P,6106,+,0,689631,66
chrV,438305,439241,3.3486532,chrV,438700,438773,tV(AAC)E1,6123,+,0,438773,73
chrIII,142137,143251,2.976476635,chrIII,142701,142771,tG(GCC)C,5945,-,0,142694,77
chrVII,661368,662296,2.058034339,chrVII,661749,661820,tT(UGU)G1,6119,+,0,661832,83
chrX,355218,355696,4.4397881,chrX,355374,355445,tR(UCU)J1,6084,+,0,355457,83
chrXVI,571780,572928,2.66960217,chrXVI,572269,572339,tG(GCC)P1,5958,+,0,572354,85
chrIV,644916,645354,5.034965716,chrIV,645153,645224,tQ(UUG)D2,6064,-,0,645135,89
chrXVI,743854,744678,4.098992208,chrXVI,744174,744387,YPR108W-A,5715,+,0,744266,92
chrXII,604943,605725,3.253092647,chrXII,605300,605432,tI(UAU)L,5984,-,0,605334,98
chrII,196982,198202,4.461624932,chrII,197494,197567,tI(AAU)B,5970,+,0,197592,98
chrXIV,96027,96517,4.505046999,chrXIV,96172,96544,YNL285W,4926,+,0,96272,100
